grade,subject_code,subject_label,skill_code,chapter_code,content_type,decision,status,content_id,version_id,code,difficulty,structural_pass,approval_candidate
FR-4E,MATHEMATICS,Mathématiques,SK-MATHEMATICS-4E-RELNUM,CH-MATHEMATICS-4E-RELNUM,practice,REVIEW,draft,107328,107330,DRAFT-0012C-AI-MATHEMATICS-4E-RELNUM-PRACTICE-20260726105935-1,2,True,False
FR-4E,MATHEMATICS,Mathématiques,SK-MATHEMATICS-4E-RELNUM,CH-MATHEMATICS-4E-RELNUM,remediation,REVIEW,draft,107332,107334,DRAFT-0012C-AI-MATHEMATICS-4E-RELNUM-REMEDIATION-20260726105938-1,1,True,False
FR-4E,MATHEMATICS,Mathématiques,SK-MATHEMATICS-4E-STATS,CH-MATHEMATICS-4E-STATS,assessment,REVIEW,draft,107404,107406,DRAFT-0012C-AI-MATHEMATICS-4E-STATS-ASSESSMENT-20260726110006-1,2,True,False
FR-4E,MATHEMATICS,Mathématiques,SK-MATHEMATICS-4E-STATS,CH-MATHEMATICS-4E-STATS,diagnostic,REVIEW,draft,107428,107430,DRAFT-0012C-AI-MATHEMATICS-4E-STATS-DIAGNOSTIC-20260726110016-1,2,True,False
FR-4E,MATHEMATICS,Mathématiques,SK-MATHEMATICS-4E-STATS,CH-MATHEMATICS-4E-STATS,practice,REVIEW,draft,107408,107410,DRAFT-0012C-AI-MATHEMATICS-4E-STATS-PRACTICE-20260726110008-1,1,True,False
FR-4E,MATHEMATICS,Mathématiques,SK-MATHEMATICS-4E-STATS,CH-MATHEMATICS-4E-STATS,practice,REVIEW,draft,107432,107434,DRAFT-0012C-AI-MATHEMATICS-4E-STATS-PRACTICE-20260726110017-1,2,True,False
FR-4E,MATHEMATICS,Mathématiques,SK-MATHEMATICS-4E-STATS,CH-MATHEMATICS-4E-STATS,remediation,REVIEW,draft,107412,107414,DRAFT-0012C-AI-MATHEMATICS-4E-STATS-REMEDIATION-20260726110009-1,1,True,False
FR-4E,MATHEMATICS,Mathématiques,SK-MATHEMATICS-4E-VOLUMES,CH-MATHEMATICS-4E-VOLUMES,assessment,REVIEW,draft,107512,107514,DRAFT-0012C-AI-MATHEMATICS-4E-VOLUMES-ASSESSMENT-20260726110045-1,2,True,False
FR-4E,MATHEMATICS,Mathématiques,SK-MATHEMATICS-4E-VOLUMES,CH-MATHEMATICS-4E-VOLUMES,diagnostic,REVIEW,draft,107524,107526,DRAFT-0012C-AI-MATHEMATICS-4E-VOLUMES-DIAGNOSTIC-20260726110050-1,2,True,False
FR-4E,MATHEMATICS,Mathématiques,SK-MATHEMATICS-4E-VOLUMES,CH-MATHEMATICS-4E-VOLUMES,practice,REVIEW,draft,107508,107510,DRAFT-0012C-AI-MATHEMATICS-4E-VOLUMES-PRACTICE-20260726110044-1,1,True,False
FR-4E,MATHEMATICS,Mathématiques,SK-MATHEMATICS-4E-VOLUMES,CH-MATHEMATICS-4E-VOLUMES,practice,REVIEW,draft,107532,107534,DRAFT-0012C-AI-MATHEMATICS-4E-VOLUMES-PRACTICE-20260726110052-1,2,True,False
FR-4E,MATHEMATICS,Mathématiques,SK-MATHEMATICS-4E-VOLUMES,CH-MATHEMATICS-4E-VOLUMES,remediation,REVIEW,draft,107528,107530,DRAFT-0012C-AI-MATHEMATICS-4E-VOLUMES-REMEDIATION-20260726110050-1,1,True,False
